web_scraper_order,web_scraper_start_url,type_habits,prix,adresse,image_lien
"1771242925-1255","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Protège-tête","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3794079_uploaded_image1_1658423773.jpg"
"1771242925-1256","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754887_uploaded_image1_1655981354.jpg"
"1771242925-1257","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754885_uploaded_image1_1655981294.jpg"
"1771242925-1258","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754884_uploaded_image1_1655981242.jpg"
"1771242925-1259","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3754882_uploaded_image1_1655981151.jpg"
"1771242925-1260","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtement enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3753646_uploaded_image1_1655912715.jpg"
"1771242933-1261","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4394813_uploaded_image1_1695942485.jpg"
"1771242933-1262","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans  pour enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4397937_uploaded_image1_1696183097.jpg"
"1771242933-1263","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg"
"1771242933-1264","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe de prière enfant","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4421455_uploaded_image1_1697627353.jpg"
"1771242933-1265","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Bambinerie enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4416818_uploaded_image3_1697296868.jpeg"
"1771242933-1266","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalon pour enfants","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405127_uploaded_image1_1696582094.jpg"
"1771242933-1267","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Polo Lacoste enfant","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405119_uploaded_image1_1696581900.jpg"
"1771242933-1268","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg"
"1771242933-1269","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble 2 pièces pour fille","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg"
"1771242933-1270","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements fille","4 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4350530_uploaded_image1_1692994986.jpg"
"1771242933-1271","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Short enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381693_uploaded_image1_1695062191.jpg"
"1771242933-1272","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","9 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4342288_uploaded_image1_1692460517.jpg"
"1771242933-1273","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375138_uploaded_image1_1694611073.jpg"
"1771242933-1274","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375129_uploaded_image1_1694610764.jpg"
"1771242933-1275","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375124_uploaded_image1_1694610661.jpg"
"1771242933-1276","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble vêtement enfant","15 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340725_uploaded_image1_1692365333.jpg"
"1771242933-1277","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","T-shirt","9 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340716_uploaded_image1_1692364927.jpg"
"1771242933-1278","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333845_uploaded_image1_1691951676.jpg"
"1771242933-1279","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfants","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330580_uploaded_image1_1691701473.jpg"
"1771242933-1280","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330576_uploaded_image1_1691701385.jpg"
"1771242933-1281","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327566_uploaded_image1_1691526561.jpg"
"1771242933-1282","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","2 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4344836_uploaded_image1_1692651906.jpg"
"1771242933-1283","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4314416_uploaded_image1_1690724018.jpg"
"1771242933-1284","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Couette bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4338195_uploaded_image1_1692223604.jpg"
"1771242933-1285","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Djellaba enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4288629_uploaded_image1_1688997320.jpg"
"1771242933-1286","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pyjama bébé","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4316063_uploaded_image2_1690843428.jpeg"
"1771242933-1287","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Culotte Berksha enfant","15 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4304204_uploaded_image1_1690023768.jpg"
"1771242933-1288","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268608_uploaded_image1_1687563200.jpg"
"1771242933-1289","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268605_uploaded_image1_1687563103.jpg"
"1771242933-1290","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267930_uploaded_image1_1687524110.jpg"
"1771242933-1291","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267915_uploaded_image1_1687523597.jpg"
"1771242933-1292","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266992_uploaded_image1_1687458981.jpg"
"1771242933-1293","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4265951_uploaded_image1_1687419299.jpg"
"1771242933-1294","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalon en coton","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4284180_uploaded_image2_1688677380.jpeg"
"1771242933-1295","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Hijab enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4280858_uploaded_image1_1688492406.jpg"
"1771242933-1296","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4273754_uploaded_image1_1687981649.jpg"
"1771242933-1297","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillots enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267451_uploaded_image1_1687487532.jpg"
"1771242933-1298","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Sous vêtements   enfants","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4224162_uploaded_image1_1684629308.jpg"
"1771242933-1299","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258723_uploaded_image1_1686906445.jpg"
"1771242933-1300","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258722_uploaded_image3_1686906376.jpeg"
"1771242933-1301","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalons enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258717_uploaded_image2_1686906277.jpeg"
"1771242933-1302","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258716_uploaded_image1_1686906201.jpg"
"1771242933-1303","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258714_uploaded_image1_1686906133.jpg"
"1771242933-1304","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236342_uploaded_image1_1685480812.jpg"
"1771242933-1305","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg"
"1771242933-1306","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223425_uploaded_image3_1684581867.jpeg"
"1771242933-1307","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants 3 piéces","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172007_uploaded_image1_1681208524.jpg"
"1771242933-1308","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4168633_uploaded_image1_1680958304.jpg"
"1771242933-1309","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4168626_uploaded_image1_1680958148.jpg"
"1771242933-1310","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167331_uploaded_image1_1680874307.jpg"
"1771242933-1311","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","18 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167321_uploaded_image1_1680873861.jpg"
"1771242933-1312","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167311_uploaded_image1_1680873676.jpg"
"1771242933-1313","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4166510_uploaded_image1_1680822103.jpg"
"1771242933-1314","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Survetmemt pour enfants","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165543_uploaded_image1_1680781784.jpg"
"1771242933-1315","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans baladeurs enfant","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4157493_uploaded_image1_1680338403.jpg"
"1771242933-1316","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4153017_uploaded_image1_1680040477.jpg"
"1771242933-1317","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4153014_uploaded_image1_1680040385.jpg"
"1771242933-1318","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154892_uploaded_image1_1680171892.jpg"
"1771242933-1319","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Emsemble coton enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154884_uploaded_image1_1680171641.jpg"
"1771242933-1320","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","9 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154876_uploaded_image1_1680171312.jpg"
"1771242933-1321","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154870_uploaded_image1_1680171128.jpg"
"1771242933-1322","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants filles","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154864_uploaded_image1_1680170947.jpg"
"1771242933-1323","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154867_uploaded_image1_1680171042.jpg"
"1771242933-1324","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154854_uploaded_image1_1680170186.jpg"
"1771242933-1325","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Cole pour enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126921_uploaded_image1_1678367548.jpg"
"1771242933-1326","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158777_uploaded_image1_1680396815.jpg"
"1771242933-1327","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158775_uploaded_image1_1680396659.jpg"
"1771242933-1328","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158770_uploaded_image1_1680396418.jpg"
"1771242933-1329","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4117238_uploaded_image1_1677785061.jpg"
"1771242933-1330","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150089_uploaded_image1_1679864882.jpg"
"1771242933-1331","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4101121_uploaded_image1_1676811904.jpg"
"1771242933-1332","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111932_uploaded_image1_1677528700.jpg"
"1771242933-1333","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg"
"1771242933-1334","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060125_uploaded_image1_1674340224.jpg"
"1771242933-1335","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4044065_uploaded_image1_1673390538.jpg"
"1771242933-1336","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","10 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4083613_uploaded_image2_1675754458.jpeg"
"1771242933-1337","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4083084_uploaded_image1_1675711069.jpg"
"1771242933-1338","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg"
"1771242933-1339","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042132_uploaded_image1_1673293667.jpg"
"1771242933-1340","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4038305_uploaded_image1_1673043715.jpg"
"1771242933-1341","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement friperie enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072975_uploaded_image1_1675197514.jpg"
"1771242933-1342","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Greniers enfants","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072974_uploaded_image1_1675197428.jpg"
"1771242933-1343","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072973_uploaded_image1_1675197383.jpg"
"1771242933-1344","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie peignoir enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072972_uploaded_image1_1675197339.jpg"
"1771242940-1345","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"
"1771242940-1346","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg"
"1771242940-1347","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","10 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682804_uploaded_image1_1712615617.jpg"
"1771242940-1348","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682799_uploaded_image1_1712615352.jpg"
"1771242940-1349","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble 3 pièces enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669732_uploaded_image1_1711987098.jpg"
"1771242940-1350","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669723_uploaded_image1_1711986941.jpg"
"1771242940-1351","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Slips pour enfants 2 - 8 ans","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4668016_uploaded_image1_1711892538.jpg"
"1771242940-1352","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetement  enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1771242940-1353","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","6 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4666224_uploaded_image1_1711745782.jpg"
"1771242940-1354","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble petit garçon","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709506_uploaded_image1_1713995931.jpg"
"1771242940-1355","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble crop top","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709483_uploaded_image1_1713995121.jpg"
"1771242940-1356","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble maillot de bain","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg"
"1771242940-1357","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg"
"1771242940-1358","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes en basin enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg"
"1771242940-1359","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes basine et brodé enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg"
"1771242940-1360","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfant basin et brodé","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg"
"1771242940-1361","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659704_uploaded_image1_1711412034.jpg"
"1771242940-1362","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble robe enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg"
"1771242940-1363","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659699_uploaded_image1_1711411751.jpg"
"1771242940-1364","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble pour enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659694_uploaded_image1_1711411367.jpg"
"1771242940-1365","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalons enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg"
"1771242940-1366","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe Turquie  enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg"
"1771242940-1367","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg"
"1771242940-1368","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble 3 pièces  enfants","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg"
"1771242940-1369","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetements enfant","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg"
"1771242940-1370","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg"
"1771242940-1371","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble  enfants","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4643810_uploaded_image1_1710528700.jpg"
"1771242940-1372","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg"
"1771242940-1373","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","4 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg"
"1771242940-1374","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","3 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686588_uploaded_image1_1712843043.jpg"
"1771242940-1375","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 700CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686576_uploaded_image1_1712842903.jpg"
"1771242940-1376","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686563_uploaded_image1_1712842706.jpg"
"1771242940-1377","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","18 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg"
"1771242940-1378","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg"
"1771242940-1379","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg"
"1771242940-1380","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg"
"1771242940-1381","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Silip enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg"
