web_scraper_order,web_scraper_start_url,type_habits,prix,adresse,image_lien
"1771242777-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_929221_uploaded_image1_1568130227.07.png"
"1771242777-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements Enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_929220_uploaded_image1_1568130345.41.png"
"1771242777-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918132_uploaded_image1_1567810084.62.png"
"1771242777-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918128_uploaded_image1_1567809825.27.png"
"1771242777-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918127_uploaded_image1_1567809637.8.png"
"1771242777-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","21 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918122_uploaded_image1_1567809516.5.png"
"1771242777-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Blouson enfant","16 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_915850_uploaded_image1_1567763636.38.png"
"1771242777-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_902731_uploaded_image1_1567471827.27.png"
"1771242777-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Langes bébé","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_902542_uploaded_image1_1567465870.43.png"
"1771242777-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Gigoteuse","10 000CFA","Sénégal","https://images.coinafrique.com/thumb_894885_uploaded_image1_1567205957.07.png"
"1771242777-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Blouson enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_892154_uploaded_image1_1567155680.4.png"
"1771242777-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_889084_uploaded_image1_1567081638.65.png"
"1771242777-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_889080_uploaded_image1_1567081597.59.png"
"1771242777-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_882774_uploaded_image1_1566929353.89.png"
"1771242777-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement  bébé","6 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_882678_uploaded_image1_1566927510.43.png"
"1771242777-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Friperie 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874430_uploaded_image1_1566726381.32.png"
"1771242777-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Friperie de 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874424_uploaded_image1_1566726248.32.png"
"1771242777-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements Enfants - friperie de 1er choix","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874422_uploaded_image1_1566726154.26.png"
"1771242777-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Friperie 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874418_uploaded_image1_1566726014.16.png"
"1771242777-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874410_uploaded_image1_1566725903.03.png"
"1771242777-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Friperie de 1er choix","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_874399_uploaded_image1_1566725623.64.png"
"1771242777-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Blouson pour enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_859544_uploaded_image1_1566339969.44.png"
"1771242777-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfants","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_859540_uploaded_image1_1566339904.59.png"
"1771242777-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","8 000CFA","Sénégal","https://images.coinafrique.com/thumb_829029_uploaded_image1_1565382378.89.png"
"1771242777-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_821731_uploaded_image1_1565208424.68.png"
"1771242777-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Collection robes de Tabaski","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_814621_uploaded_image1_1565037683.29.png"
"1771242777-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Blouson Enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_809246_uploaded_image1_1564866370.7.png"
"1771242777-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes bazin brodé - enfant","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_808557_uploaded_image1_1564848841.78.png"
"1771242777-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant - Bazin Getzner","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_808553_uploaded_image1_1564848715.66.png"
"1771242777-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe   Getzner  enfant","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_808545_uploaded_image1_1564848572.85.png"
"1771242777-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_803921_uploaded_image1_1564729928.32.png"
"1771242777-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble garçon","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_799559_uploaded_image1_1564591431.49.png"
"1771242777-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_799552_uploaded_image1_1564591269.56.png"
"1771242777-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe pour enfants","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799192_uploaded_image1_1564585177.98.png"
"1771242777-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes pour enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799190_uploaded_image1_1564585120.62.png"
"1771242777-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_794850_uploaded_image1_1564483781.69.png"
"1771242777-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume Enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_789093_uploaded_image1_1564310873.21.png"
"1771242777-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_780901_uploaded_image1_1564061950.08.png"
"1771242777-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble pour enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_780854_uploaded_image1_1564061441.75.png"
"1771242777-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble Biberon 5 Pièces de Garçons en Bleu - à partir de ...","1 900CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_777756_uploaded_image1_1563987300.49.png"
"1771242777-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777530_uploaded_image1_1563983540.87.png"
"1771242777-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777518_uploaded_image1_1563983306.57.png"
"1771242777-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777499_uploaded_image1_1563983051.01.png"
"1771242777-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe fillette","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777479_uploaded_image1_1563982898.84.png"
"1771242777-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe fillette","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777474_uploaded_image1_1563982835.05.png"
"1771242777-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777469_uploaded_image1_1563982780.11.png"
"1771242777-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777455_uploaded_image1_1563982643.5.png"
"1771242777-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777414_uploaded_image1_1563982287.77.png"
"1771242777-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements pour enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777403_uploaded_image1_1563982192.33.png"
"1771242777-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777221_uploaded_image1_1563980200.54.png"
"1771242777-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777193_uploaded_image1_1563979627.11.png"
"1771242777-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777133_uploaded_image1_1563978827.04.png"
"1771242777-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777129_uploaded_image1_1563978782.04.png"
"1771242777-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777120_uploaded_image1_1563978720.19.png"
"1771242777-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777117_uploaded_image1_1563978670.23.png"
"1771242777-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777111_uploaded_image1_1563978617.41.png"
"1771242777-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777045_uploaded_image1_1563977929.01.png"
"1771242777-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777036_uploaded_image1_1563977800.29.png"
"1771242777-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777032_uploaded_image1_1563977727.75.png"
"1771242777-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777027_uploaded_image1_1563977675.97.png"
"1771242777-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777023_uploaded_image1_1563977622.42.png"
"1771242777-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777019_uploaded_image1_1563977556.39.png"
"1771242777-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777015_uploaded_image1_1563977489.37.png"
"1771242777-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777013_uploaded_image1_1563977453.51.png"
"1771242777-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777011_uploaded_image1_1563977395.81.png"
"1771242777-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_776960_uploaded_image1_1563976874.21.png"
"1771242777-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_776951_uploaded_image1_1563976809.34.png"
"1771242777-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776102_uploaded_image1_1563966374.5.png"
"1771242777-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776078_uploaded_image1_1563965884.05.png"
"1771242777-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776065_uploaded_image1_1563965793.55.png"
"1771242777-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_774845_uploaded_image1_1563929744.94.png"
"1771242777-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes pour enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_774840_uploaded_image1_1563929589.59.png"
"1771242777-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_774806_uploaded_image1_1563928347.37.png"
"1771242777-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_774803_uploaded_image1_1563928268.84.png"
"1771242777-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Habillement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772978_uploaded_image1_1563889449.35.png"
"1771242777-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772928_uploaded_image1_1563888978.63.png"
"1771242777-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772900_uploaded_image1_1563888684.79.png"
"1771242777-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tee-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_772515_uploaded_image1_1563884937.81.png"
"1771242777-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_770101_uploaded_image1_1563822944.92.png"
"1771242777-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_766924_uploaded_image1_1563733037.86.png"
"1771242777-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_766156_uploaded_image1_1563699576.64.png"
"1771242777-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume Enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_766149_uploaded_image1_1563699401.63.png"
"1771242777-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Vêtements enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_765642_uploaded_image1_1563665910.22.png"
"1771242777-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Djellaba Enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_765640_uploaded_image1_1563665850.78.png"
"1771242786-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble jogging","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_1213530_uploaded_image1_1574057207.9.png"
"1771242786-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble Enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1213525_uploaded_image1_1574057162.51.png"
"1771242786-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble Enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1213522_uploaded_image1_1574057111.07.png"
"1771242786-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1213519_uploaded_image1_1574057062.98.png"
"1771242786-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Complet enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1213516_uploaded_image1_1574057003.71.png"
"1771242786-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits enfants","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_1213509_uploaded_image1_1574056903.27.png"
"1771242786-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1207842_uploaded_image1_1573908906.94.png"
"1771242786-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1207827_uploaded_image1_1573908754.13.png"
"1771242786-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","15 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204362_uploaded_image1_1573832164.18.png"
"1771242786-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble veste - enfant","17 500CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204350_uploaded_image1_1573832159.93.png"
"1771242786-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blousons enfants","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1181045_uploaded_image1_1573426145.72.png"
"1771242786-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes  filles","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1174277_uploaded_image1_1573245424.6.png"
"1771242786-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pulls pour enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1169786_uploaded_image1_1573164546.67.png"
"1771242786-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe  enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1169730_uploaded_image1_1573162473.44.png"
"1771242786-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements pour enfants et adultes","5 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1164929_uploaded_image1_1573080199.92.png"
"1771242786-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1159944_uploaded_image1_1572994078.74.png"
"1771242786-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes pour enfants","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1159823_uploaded_image1_1572990841.8.png"
"1771242786-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145063_uploaded_image1_1572702832.34.png"
"1771242786-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145052_uploaded_image1_1572702578.77.png"
"1771242786-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145048_uploaded_image1_1572702516.61.png"
"1771242786-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habit","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145043_uploaded_image1_1572702415.56.png"
"1771242786-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1145031_uploaded_image1_1572702198.09.png"
"1771242786-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144936_uploaded_image1_1572700510.43.png"
"1771242786-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144927_uploaded_image1_1572700444.87.png"
"1771242786-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144902_uploaded_image1_1572700139.58.png"
"1771242786-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144898_uploaded_image1_1572700087.14.png"
"1771242786-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144890_uploaded_image1_1572699984.7.png"
"1771242786-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144880_uploaded_image1_1572699758.72.png"
"1771242786-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144872_uploaded_image1_1572699712.8.png"
"1771242786-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144870_uploaded_image1_1572699678.95.png"
"1771242786-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1144863_uploaded_image1_1572699593.81.png"
"1771242786-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144859_uploaded_image1_1572699549.63.png"
"1771242786-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1144822_uploaded_image1_1572699281.14.png"
"1771242786-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1121633_uploaded_image1_1573928648.55.png"
"1771242786-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1120161_uploaded_image1_1572249640.19.png"
"1771242786-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Maillots de bain","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1118621_uploaded_image1_1573389584.27.png"
"1771242786-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habits et accessoires d'enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1114952_uploaded_image1_1572104975.89.png"
"1771242786-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","5 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1108134_uploaded_image1_1571966882.1.png"
"1771242786-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1107993_uploaded_image1_1571960679.98.png"
"1771242786-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Djellaba - enfant","5 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_1091229_uploaded_image1_1571671997.99.png"
"1771242786-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1064667_uploaded_image1_1571103373.33.png"
"1771242786-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Haut-enfant","6 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061921_uploaded_image1_1571052396.32.png"
"1771242786-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061915_uploaded_image1_1571052342.01.png"
"1771242786-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061900_uploaded_image1_1571052225.61.png"
"1771242786-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise-enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061895_uploaded_image1_1571052162.4.png"
"1771242786-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061891_uploaded_image1_1571052122.28.png"
"1771242786-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061876_uploaded_image1_1571052006.69.png"
"1771242786-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise - enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061871_uploaded_image1_1571051970.84.png"
