web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771244274-446","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5503839_uploaded_image1_1756775841.jpg"
"1771244274-447","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5503837_uploaded_image2_1756775448.jpeg"
"1771244274-448","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5494505_uploaded_image1_1756248709.jpg"
"1771244274-449","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Bottes de pluie pour fille de 3 ans","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5491455_uploaded_image1_1756082236.jpg"
"1771244274-450","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771244274-451","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1771244274-452","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1771244274-453","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771244274-454","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1771244274-455","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1771244274-456","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1771244274-457","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771244274-458","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1771244274-459","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1771244274-460","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1771244274-461","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1771244274-462","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231304_uploaded_image1_1741922219.jpg"
"1771244274-463","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","8 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181134_uploaded_image1_1739295232.jpg"
"1771244274-464","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","7 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181139_uploaded_image1_1739295381.jpg"
"1771244274-465","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181147_uploaded_image1_1739295472.jpg"
"1771244274-466","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Nike Jordan","20 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5210436_uploaded_image1_1740934512.jpg"
"1771244274-467","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Ballerines enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771244274-468","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1771244274-469","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets enfant","3 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771244274-470","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Basket","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080428_uploaded_image1_1733555768.jpg"
"1771244274-471","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Claquettes","8 450CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5047806_uploaded_image1_1731804849.jpg"
"1771244274-472","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Ensemble chaussures et chaussettes pour bebe","1 800CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771244274-473","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Ballerines enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002639_uploaded_image1_1729418695.jpg"
"1771244274-474","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Nike Air Max","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4979173_uploaded_image1_1728164387.jpg"
"1771244274-475","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4976138_uploaded_image1_1728002356.jpg"
"1771244274-476","https://sn.coinafrique.com/categorie/chaussures-enfants?3","jordans enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1771244274-477","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1771244274-478","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1771244274-479","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Nike enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771244274-480","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Jordan enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930596_uploaded_image1_1725607117.jpg"
"1771244274-481","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1771244274-482","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets  Jordan enfants","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771244274-483","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Jordan 6","11 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921251_uploaded_image1_1725193733.jpg"
"1771244274-484","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Nike React","9 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
"1771244274-485","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921233_uploaded_image1_1725193317.jpg"
"1771244274-486","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1771244274-487","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1771244274-488","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771244274-489","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures filles","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771244274-490","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1771244274-491","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1771244274-492","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1771244274-493","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures pour enfants","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1771244274-494","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Timberland enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4763656_uploaded_image1_1716765652.jpg"
"1771244274-495","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures bébés Air Force","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4735737_uploaded_image1_1715305215.jpg"
"1771244274-496","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1771244274-497","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771244274-498","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1771244274-499","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Pantoufles  enfants","2 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4632466_uploaded_image1_1709901740.jpg"
"1771244274-500","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Pantoufle enfants","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4626680_uploaded_image1_1709644598.jpg"
"1771244274-501","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant Ogiy","17 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771244274-502","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608262_uploaded_image1_1708692132.jpg"
"1771244274-503","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608259_uploaded_image1_1708692072.jpg"
"1771244274-504","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771244283-505","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771244283-506","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758573_uploaded_image1_1770232189.jpg"
"1771244283-507","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758572_uploaded_image1_1770232144.jpg"
"1771244283-508","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771244283-509","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771244283-510","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698980_uploaded_image1_1767320096.jpg"
"1771244283-511","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1771244283-512","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662804_uploaded_image1_1765242328.jpg"
"1771244283-513","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662795_uploaded_image1_1765241951.jpg"
"1771244283-514","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","5 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771244283-515","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771244283-516","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Adidas enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771244283-517","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Nike","14 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771244283-518","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5556000_uploaded_image1_1759458374.jpg"
"1771244283-519","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5555999_uploaded_image1_1759458125.jpg"
"1771244283-520","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Nike TN pour enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5553767_uploaded_image1_1759362000.jpg"
"1771244283-521","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures Jordan enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5551856_uploaded_image1_1759301538.jpg"
"1771244283-522","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5551836_uploaded_image1_1759300588.jpg"
"1771244283-523","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771244283-524","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771244283-525","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540293_uploaded_image1_1758655238.jpg"
"1771244283-526","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5515698_uploaded_image1_1757382428.jpg"
"1771244283-527","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5515694_uploaded_image1_1757382135.jpg"
"1771244283-528","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5512056_uploaded_image1_1757170918.jpg"
"1771244283-529","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants et bébés","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5507047_uploaded_image1_1756915193.jpg"
"1771244283-530","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5503839_uploaded_image1_1756775841.jpg"
"1771244283-531","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5503837_uploaded_image2_1756775448.jpeg"
"1771244283-532","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5494505_uploaded_image1_1756248709.jpg"
"1771244283-533","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Bottes de pluie pour fille de 3 ans","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5491455_uploaded_image1_1756082236.jpg"
"1771244283-534","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771244283-535","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1771244283-536","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1771244283-537","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771244283-538","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1771244283-539","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1771244283-540","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1771244283-541","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771244283-542","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1771244283-543","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1771244283-544","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1771244283-545","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1771244283-546","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231304_uploaded_image1_1741922219.jpg"
"1771244283-547","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","8 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181134_uploaded_image1_1739295232.jpg"
"1771244283-548","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","7 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181139_uploaded_image1_1739295381.jpg"
"1771244283-549","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181147_uploaded_image1_1739295472.jpg"
"1771244283-550","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Nike Jordan","20 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5210436_uploaded_image1_1740934512.jpg"
"1771244283-551","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Ballerines enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771244283-552","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1771244283-553","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets enfant","3 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771244283-554","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Basket","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080428_uploaded_image1_1733555768.jpg"
"1771244283-555","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Claquettes","8 450CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5047806_uploaded_image1_1731804849.jpg"
"1771244283-556","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Ensemble chaussures et chaussettes pour bebe","1 800CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771244283-557","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Ballerines enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002639_uploaded_image1_1729418695.jpg"
"1771244283-558","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Nike Air Max","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4979173_uploaded_image1_1728164387.jpg"
"1771244283-559","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4976138_uploaded_image1_1728002356.jpg"
"1771244283-560","https://sn.coinafrique.com/categorie/chaussures-enfants?2","jordans enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1771244283-561","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1771244283-562","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1771244283-563","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Nike enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771244283-564","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Jordan enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930596_uploaded_image1_1725607117.jpg"
"1771244283-565","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1771244283-566","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets  Jordan enfants","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771244283-567","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Jordan 6","11 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921251_uploaded_image1_1725193733.jpg"
"1771244283-568","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets Nike React","9 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
"1771244283-569","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Baskets enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921233_uploaded_image1_1725193317.jpg"
"1771244283-570","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1771244283-571","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1771244283-572","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771244283-573","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures filles","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771244283-574","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1771244283-575","https://sn.coinafrique.com/categorie/chaussures-enfants?2","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
