web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771244248-187","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771244248-188","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771244248-189","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540293_uploaded_image1_1758655238.jpg"
"1771244248-190","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5515698_uploaded_image1_1757382428.jpg"
"1771244248-191","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5515694_uploaded_image1_1757382135.jpg"
"1771244248-192","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5512056_uploaded_image1_1757170918.jpg"
"1771244248-193","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants et bébés","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5507047_uploaded_image1_1756915193.jpg"
"1771244248-194","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5503839_uploaded_image1_1756775841.jpg"
"1771244248-195","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5503837_uploaded_image2_1756775448.jpeg"
"1771244248-196","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5494505_uploaded_image1_1756248709.jpg"
"1771244248-197","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Bottes de pluie pour fille de 3 ans","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5491455_uploaded_image1_1756082236.jpg"
"1771244248-198","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771244248-199","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1771244248-200","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1771244248-201","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771244248-202","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1771244248-203","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1771244248-204","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1771244248-205","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771244248-206","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1771244248-207","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1771244248-208","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1771244248-209","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1771244248-210","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231304_uploaded_image1_1741922219.jpg"
"1771244248-211","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","8 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181134_uploaded_image1_1739295232.jpg"
"1771244248-212","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","7 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181139_uploaded_image1_1739295381.jpg"
"1771244248-213","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181147_uploaded_image1_1739295472.jpg"
"1771244248-214","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets Nike Jordan","20 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5210436_uploaded_image1_1740934512.jpg"
"1771244248-215","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Ballerines enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771244248-216","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1771244248-217","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets enfant","3 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771244248-218","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Basket","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080428_uploaded_image1_1733555768.jpg"
"1771244248-219","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Claquettes","8 450CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5047806_uploaded_image1_1731804849.jpg"
"1771244248-220","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Ensemble chaussures et chaussettes pour bebe","1 800CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771244248-221","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Ballerines enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002639_uploaded_image1_1729418695.jpg"
"1771244248-222","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets Nike Air Max","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4979173_uploaded_image1_1728164387.jpg"
"1771244248-223","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4976138_uploaded_image1_1728002356.jpg"
"1771244248-224","https://sn.coinafrique.com/categorie/chaussures-enfants?6","jordans enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1771244248-225","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1771244248-226","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1771244248-227","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets Nike enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771244248-228","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets Jordan enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930596_uploaded_image1_1725607117.jpg"
"1771244248-229","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1771244248-230","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets  Jordan enfants","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771244248-231","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets Jordan 6","11 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921251_uploaded_image1_1725193733.jpg"
"1771244248-232","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets Nike React","9 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
"1771244248-233","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Baskets enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921233_uploaded_image1_1725193317.jpg"
"1771244248-234","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1771244248-235","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1771244248-236","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771244248-237","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures filles","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771244248-238","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1771244248-239","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1771244248-240","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1771244248-241","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures pour enfants","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1771244248-242","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Timberland enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4763656_uploaded_image1_1716765652.jpg"
"1771244248-243","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures bébés Air Force","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4735737_uploaded_image1_1715305215.jpg"
"1771244248-244","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1771244248-245","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771244248-246","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1771244248-247","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Pantoufles  enfants","2 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4632466_uploaded_image1_1709901740.jpg"
"1771244248-248","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Pantoufle enfants","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4626680_uploaded_image1_1709644598.jpg"
"1771244248-249","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant Ogiy","17 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771244248-250","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608262_uploaded_image1_1708692132.jpg"
"1771244248-251","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608259_uploaded_image1_1708692072.jpg"
"1771244248-252","https://sn.coinafrique.com/categorie/chaussures-enfants?6","Chaussures enfant","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771244256-253","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771244256-254","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758573_uploaded_image1_1770232189.jpg"
"1771244256-255","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758572_uploaded_image1_1770232144.jpg"
"1771244256-256","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771244256-257","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771244256-258","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698980_uploaded_image1_1767320096.jpg"
"1771244256-259","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1771244256-260","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662804_uploaded_image1_1765242328.jpg"
"1771244256-261","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662795_uploaded_image1_1765241951.jpg"
"1771244256-262","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","5 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771244256-263","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771244256-264","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Adidas enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771244256-265","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Nike","14 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771244256-266","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5556000_uploaded_image1_1759458374.jpg"
"1771244256-267","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5555999_uploaded_image1_1759458125.jpg"
"1771244256-268","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Nike TN pour enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5553767_uploaded_image1_1759362000.jpg"
"1771244256-269","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures Jordan enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5551856_uploaded_image1_1759301538.jpg"
"1771244256-270","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5551836_uploaded_image1_1759300588.jpg"
"1771244256-271","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771244256-272","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771244256-273","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540293_uploaded_image1_1758655238.jpg"
"1771244256-274","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5515698_uploaded_image1_1757382428.jpg"
"1771244256-275","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5515694_uploaded_image1_1757382135.jpg"
"1771244256-276","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5512056_uploaded_image1_1757170918.jpg"
"1771244256-277","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants et bébés","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5507047_uploaded_image1_1756915193.jpg"
"1771244256-278","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5503839_uploaded_image1_1756775841.jpg"
"1771244256-279","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5503837_uploaded_image2_1756775448.jpeg"
"1771244256-280","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5494505_uploaded_image1_1756248709.jpg"
"1771244256-281","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Bottes de pluie pour fille de 3 ans","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5491455_uploaded_image1_1756082236.jpg"
"1771244256-282","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771244256-283","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1771244256-284","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1771244256-285","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771244256-286","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1771244256-287","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1771244256-288","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1771244256-289","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771244256-290","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1771244256-291","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1771244256-292","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1771244256-293","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1771244256-294","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231304_uploaded_image1_1741922219.jpg"
"1771244256-295","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","8 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181134_uploaded_image1_1739295232.jpg"
"1771244256-296","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","7 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181139_uploaded_image1_1739295381.jpg"
"1771244256-297","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181147_uploaded_image1_1739295472.jpg"
"1771244256-298","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Nike Jordan","20 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5210436_uploaded_image1_1740934512.jpg"
"1771244256-299","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Ballerines enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771244256-300","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1771244256-301","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets enfant","3 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771244256-302","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Basket","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080428_uploaded_image1_1733555768.jpg"
"1771244256-303","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Claquettes","8 450CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5047806_uploaded_image1_1731804849.jpg"
"1771244256-304","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Ensemble chaussures et chaussettes pour bebe","1 800CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771244256-305","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Ballerines enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002639_uploaded_image1_1729418695.jpg"
"1771244256-306","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Nike Air Max","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4979173_uploaded_image1_1728164387.jpg"
"1771244256-307","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4976138_uploaded_image1_1728002356.jpg"
"1771244256-308","https://sn.coinafrique.com/categorie/chaussures-enfants?5","jordans enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1771244256-309","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1771244256-310","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1771244256-311","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Nike enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771244256-312","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Jordan enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930596_uploaded_image1_1725607117.jpg"
"1771244256-313","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1771244256-314","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets  Jordan enfants","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771244256-315","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Jordan 6","11 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921251_uploaded_image1_1725193733.jpg"
"1771244256-316","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets Nike React","9 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
